Date Disclosed,Project Name,Document Type,Project Number,Project Url,Product Line,Company Name,Country,IFC Country Code,Sector,Environmental Category,Department,Status,Projected Board Date,IFC Approval Date,IFC Signed Date,IFC Invested Date,IFC investment for Risk Management(Million - USD),IFC investment for Guarantee(Million - USD),IFC investment for Loan(Million - USD),IFC investment for Equity(Million - USD),Total IFC investment as approved by Board(Million - USD),WB Country Code,As of Date
01/30/2015,Internac Loan,Summary of Investment Information (AIP Policy 2012),35525,https://disclosures.ifc.org/project-detail/SII/35525/internac-loan,Loan,Banco Internacional S.A.,Ecuador,ECU,Financial Institutions,FI-2,"Global Industry, Financial Markets",Completed,03/03/2015,03/06/2015,03/19/2015,03/30/2015,,,40,,40,EC,"July 06, 2022 03:15 AM"
01/29/2015,African Rivers Fund LLC,Summary of Investment Information (AIP Policy 2012),35343,https://disclosures.ifc.org/project-detail/SII/35343/african-rivers-fund-llc,Equity,AFRICA RIVERS FUND,Central Africa Region,AFC,Funds,FI-2,Disruptive Technologies and Funds,Active,03/02/2015,05/01/2015,06/29/2015,02/19/2016,,,,10,10,25,"July 06, 2022 03:15 AM"
01/28/2015,BCP Bolivia Loan,Summary of Investment Information (AIP Policy 2012),34661,https://disclosures.ifc.org/project-detail/SII/34661/bcp-bolivia-loan,Loan,Banco de Credito de Bolivia S.A.,Bolivia,BOL,Financial Institutions,FI-2,Regional Industry - FIG LAC,Completed,03/02/2015,03/03/2015,10/28/2015,01/08/2016,,,15,,15,BO,"July 06, 2022 03:15 AM"
01/26/2015,Summit Bibiyana II Power Company Limited,Summary of Investment Information (AIP Policy 2012),30542,https://disclosures.ifc.org/project-detail/SII/30542/summit-bibiyana-ii-power-company-limited,Loan,SUMMIT BIBIYANA II POWER COMPANY LIMITED,Bangladesh,BAN,Infrastructure,A,Regional Industry - INF Asia & Pac,Active,04/08/2015,04/23/2015,04/30/2015,07/08/2015,,,75,5,80,BD,"July 06, 2022 03:15 AM"
01/23/2015,Rocket EM Internet Fund,Summary of Investment Information (AIP Policy 2012),35232,https://disclosures.ifc.org/project-detail/SII/35232/rocket-em-internet-fund,Equity,Emerging Markets Internet Fund SCS,World Region,WLD,Funds,FI-2,Disruptive Technologies and Funds,Completed,02/24/2015,03/24/2015,06/03/2015,07/10/2015,,,,22.45,22.45,99,"July 06, 2022 03:15 AM"
01/23/2015,Acleda Education,Summary of Investment Information (AIP Policy 2012),35242,https://disclosures.ifc.org/project-detail/SII/35242/acleda-education,Loan,ACLEDA TRAINING CENTER LTD,Cambodia,KAM,Health and Education,B,Regional Industry - MAS Asia & Pac,Active,03/01/2015,10/15/2015,05/30/2016,,,,13,,13,KH,"July 06, 2022 03:15 AM"
01/23/2015,CEI Water II,Summary of Investment Information (AIP Policy 2012),35266,https://disclosures.ifc.org/project-detail/SII/35266/cei-water-ii,Loan,CHINA EVERBRIGHT WATER LIMITED,China,CHA,Infrastructure,B,Regional Industry - INF Asia & Pac,Active,01/13/2015,01/13/2015,01/19/2015,04/17/2015,,,80,70,150,CN,"July 06, 2022 03:15 AM"
01/21/2015,PFS II,Summary of Investment Information (AIP Policy 2012),36091,https://disclosures.ifc.org/project-detail/SII/36091/pfs-ii,Loan,PTC INDIA FINANCIAL SERVICES LIMITED,India,IND,Financial Institutions,FI-2,Regional Industry - FIG Asia & Pac,Active,02/23/2015,02/25/2015,04/28/2015,06/02/2015,,,34.46,,34.46,IN,"July 06, 2022 03:15 AM"
01/21/2015,LAPO MFB II,Summary of Investment Information (AIP Policy 2012),36229,https://disclosures.ifc.org/project-detail/SII/36229/lapo-mfb-ii,Loan,LAPO MICROFINANCE BANK LTD,Nigeria,NIR,Financial Institutions,FI-3,Regional Industry - FIG ME & Africa,Completed,02/27/2015,04/30/2015,08/12/2015,11/24/2015,,,10.1,,10.1,NG,"July 06, 2022 03:15 AM"
01/20/2015,Pan Pacific VN,Summary of Investment Information (AIP Policy 2012),34305,https://disclosures.ifc.org/project-detail/SII/34305/pan-pacific-vn,Equity,THE PAN GROUP JSC,Vietnam,VNM,Agribusiness and Forestry,B,"Gbl Ind, Manufact, Agribus &amp; Services",Active,01/09/2015,12/16/2014,01/14/2015,01/21/2015,,,,6.56,6.56,VN,"July 06, 2022 03:15 AM"
01/16/2015,ECO Brazil,Summary of Investment Information (AIP Policy 2012),35464,https://disclosures.ifc.org/project-detail/SII/35464/eco-brazil,Loan,BRAZIL PORT LOGISTICA OFFSHORE E ESTALEIRO NAVAL LTDA.,Brazil,BRA,Infrastructure,B,Regional Industry - INF LAC,Active,02/17/2015,12/14/2016,05/11/2017,05/30/2017,,,27.3,,27.3,BR,"July 06, 2022 03:15 AM"
01/16/2015,Iyzico,Summary of Investment Information (AIP Policy 2012),35828,https://disclosures.ifc.org/project-detail/SII/35828/iyzico,Equity,IYZICO ODEME HIZMETLERI A.S.,Turkey,TUR,Financial Institutions,C,"TMT, Venture Capital &amp; Funds",Completed,02/20/2015,03/02/2015,05/21/2015,05/27/2015,,,,3,3,TR,"July 06, 2022 03:15 AM"
01/15/2015,Bandhan Banking Transformation,Summary of Investment Information (AIP Policy 2012),36166,https://disclosures.ifc.org/project-detail/SII/36166/bandhan-banking-transformation,Equity,BANDHAN FINANCIAL SERVICES LIMITED,India,IND,Financial Institutions,FI-2,Regional Industry - FIG Asia & Pac,Active,02/02/2015,07/12/2016,04/24/2015,05/05/2015,,,,92.97,92.97,IN,"July 06, 2022 03:15 AM"
01/15/2015,ESIP Planet Labs,Summary of Investment Information (AIP Policy 2012),36363,https://disclosures.ifc.org/project-detail/SII/36363/esip-planet-labs,Equity,PLANET LABS PBC,World Region,WLD,"Telecommunications, Media, and Technology",B,"TMT, Venture Capital & Funds",Completed,02/16/2015,02/25/2015,03/26/2015,04/01/2015,,,,20,20,99,"July 06, 2022 03:15 AM"
01/14/2015,Fairfield-KTM,Summary of Investment Information (AIP Policy 2012),35111,https://disclosures.ifc.org/project-detail/SII/35111/fairfield-ktm,Loan,NEPAL HOSPITALITY AND HOTELS PRIVATE LIMITED,Nepal,NEP,"Tourism, Retail, and Property",B,Regional Industry - MAS Asia & Pac,Completed,02/16/2015,05/27/2015,05/28/2015,05/26/2017,,,3,,3,NP,"July 06, 2022 03:15 AM"
01/12/2015,WEOF - AMC Fund,Summary of Investment Information (AIP Policy 2012),36082,https://disclosures.ifc.org/project-detail/SII/36082/weof---amc-fund,Equity,"WOMEN ENTREPRENEURS DEBT FUND, LP",World Region,WLD,Funds,FI-2,Disruptive Technologies and Funds,Active,02/12/2015,04/22/2015,05/10/2016,06/29/2016,,,,30,30,99,"July 06, 2022 03:15 AM"
01/12/2015,Wienco Liberia,Summary of Investment Information (AIP Policy 2012),36357,https://disclosures.ifc.org/project-detail/SII/36357/wienco-liberia,Loan,WIENCO LIBERIA LTD,Liberia,LIB,Manufacturing,B,Regional Industry - MAS Africa,Active,01/15/2015,01/15/2015,03/31/2015,12/04/2015,,,2.5,,2.5,LR,"July 06, 2022 03:15 AM"
01/09/2015,Dangote Industries Limited,Summary of Investment Information (AIP Policy 2012),33744,https://disclosures.ifc.org/project-detail/SII/33744/dangote-industries-limited,Loan,DANGOTE INDUSTRIES LIMITED,Nigeria,NIR,Manufacturing,A,Regional Industry - MAS Africa,Active,03/16/2015,05/26/2016,12/05/2016,04/24/2018,,,150,,150,NG,"July 06, 2022 03:15 AM"
01/08/2015,DARP Encore ARC,Summary of Investment Information (AIP Policy 2012),34869,https://disclosures.ifc.org/project-detail/SII/34869/darp-encore-arc,Equity,ENCORE ASSET RECONSTRUCTION COMPANY,India,IND,Financial Institutions,FI-2,"Global Industry, Financial Markets",Active,02/09/2015,09/11/2015,10/29/2015,11/09/2015,,,,5.42,5.42,IN,"July 06, 2022 03:15 AM"
01/07/2015,Fullerton Finance (Myanmar) Company Limited Equity,Summary of Investment Information (AIP Policy 2012),34502,https://disclosures.ifc.org/project-detail/SII/34502/fullerton-finance-myanmar-company-limited-equity,Equity,FULLERTON FINANCE MYANMAR CO LTD,Myanmar,BUA,Financial Institutions,FI-3,Regional Industry - FIG Asia & Pac,Active,02/09/2015,06/24/2015,12/04/2015,12/16/2015,,,,1.4,1.4,MM,"July 06, 2022 03:15 AM"
01/05/2015,EMBonds,Summary of Investment Information (AIP Policy 2012),35950,https://disclosures.ifc.org/project-detail/SII/35950/embonds,Equity,EMERGING MARKETS BONDS EXCHANGE LIMITED,Southern Europe Region,EUR,Financial Institutions,C,"TMT, Venture Capital &amp; Funds",Completed,02/02/2015,02/09/2015,04/07/2015,04/16/2015,,,,1.5,1.5,,"July 06, 2022 03:15 AM"
12/30/2014,ACLEDAGroup loan,Summary of Investment Information (AIP Policy 2012),35963,https://disclosures.ifc.org/project-detail/SII/35963/acledagroup-loan,Loan,ACLEDA BANK PLC.,Cambodia,KAM,Financial Institutions,FI-2,"Global Industry, Financial Markets",Active,02/02/2015,02/20/2015,02/27/2015,03/27/2015,,,40,,40,KH,"July 06, 2022 03:15 AM"
12/24/2014,RSF BISTP,Summary of Investment Information (AIP Policy 2012),35162,https://disclosures.ifc.org/project-detail/SII/35162/rsf-bistp,,RSF Bk Intl Sao Tome,Sao Tome and Principe,STP,Financial Institutions,FI-2,Regional Industry - FIG ME & Africa,Active,01/30/2015,05/29/2015,07/20/2015,,,,,,,,"July 06, 2022 03:15 AM"
12/22/2014,Cleaner Production Facility for Fundacion Cardio,Summary of Investment Information (AIP Policy 2012),36254,https://disclosures.ifc.org/project-detail/SII/36254/cleaner-production-facility-for-fundacion-cardio,,FUNDACION CARDIOVASCULAR DE COLOMBIA,Colombia,CLM,Health and Education,C,"Gbl Ind, Manufact, Agribus &amp; Services",Hold,02/20/2015,,,,,,,,,CO,"July 06, 2022 03:15 AM"
12/22/2014,Atopco Beef,Summary of Investment Information (AIP Policy 2012),35839,https://disclosures.ifc.org/project-detail/SII/35839/atopco-beef,Loan,"KILCOY GLOBAL FOODS, LTD.",China,CHA,Agribusiness and Forestry,B,Regional Industry - MAS Asia & Pac,Active,01/26/2015,06/30/2015,10/30/2015,11/20/2015,,,20,10,30,CN,"July 06, 2022 03:15 AM"
12/19/2014,Dolovo Wind,Summary of Investment Information (AIP Policy 2012),33839,https://disclosures.ifc.org/project-detail/SII/33839/dolovo-wind,Risk Management,VETROELEKTRANE BALKANA D.O.O,Serbia,SRB,Infrastructure,A,Regional Industry - INF ECA,Active,09/30/2017,10/06/2017,10/16/2017,05/09/2018,3,,70.88,,73.88,YF,"July 06, 2022 03:15 AM"
12/19/2014,BanSicredi Guarantee,Summary of Investment Information (AIP Policy 2012),35470,https://disclosures.ifc.org/project-detail/SII/35470/bansicredi-guarantee,Guarantee,Banco Cooperativo Sicredi S/A.,Brazil,BRA,Financial Institutions,FI-2,"Global Industry, Financial Markets",Completed,01/24/2015,02/23/2015,10/21/2015,,,100,,,100,BR,"July 06, 2022 03:15 AM"
12/17/2014,Biosev,Summary of Investment Information (AIP Policy 2012),34607,https://disclosures.ifc.org/project-detail/SII/34607/biosev,Equity,BIOSEV BIOENERGIA SA,Brazil,BRA,Agribusiness and Forestry,A,"Gbl Ind, Manufact, Agribus &amp; Services",Completed,12/17/2014,12/16/2014,12/17/2014,02/23/2015,,,,50,50,BR,"July 06, 2022 03:15 AM"
12/16/2014,CASEIF III Ltd.,Summary of Investment Information (AIP Policy 2012),35842,https://disclosures.ifc.org/project-detail/SII/35842/caseif-iii-ltd-,Equity,CASEIF III LIMITED PARTNERSHIP (CASEIF III LP),Central America Region,XCN,Funds,FI-2,Disruptive Technologies and Funds,Active,01/19/2015,02/27/2015,05/22/2015,09/28/2015,,,,10,10,26,"July 06, 2022 03:15 AM"
12/16/2014,Zenium,Summary of Investment Information (AIP Policy 2012),35939,https://disclosures.ifc.org/project-detail/SII/35939/zenium,Loan,ZENIUM EM SPC LTD,Turkey,TUR,"Telecommunications, Media, and Technology",B,Gbl Infrastructure & Natural Resources,Completed,01/16/2015,01/21/2015,05/09/2015,05/12/2015,,,35,25,60,TR,"July 06, 2022 03:15 AM"
12/11/2014,Cube Highways,Summary of Investment Information (AIP Policy 2012),34415,https://disclosures.ifc.org/project-detail/SII/34415/cube-highways,Loan,CUBE HIGHWAYS AND INFRASTRUCTURE PTE LTD.,India,IND,Infrastructure,A,CN4S5 - Regional Industry - INF Asia & Pac/Infrastructure - CSA,Active,12/11/2014,12/11/2014,04/15/2015,04/28/2015,,,150,100,250,IN,"July 06, 2022 03:15 AM"
12/10/2014,Cravings Equity,Summary of Investment Information (AIP Policy 2012),35471,https://disclosures.ifc.org/project-detail/SII/35471/cravings-equity,Loan,TCG HOLDINGS INC.,Philippines,PHL,Health and Education,B,Regional Industry - MAS Asia & Pac,Active,01/19/2015,03/13/2015,05/21/2015,06/08/2015,,,3.99,16.22,20.22,PH,"July 06, 2022 03:15 AM"
12/10/2014,LH LAC II,Summary of Investment Information (AIP Policy 2012),35685,https://disclosures.ifc.org/project-detail/SII/35685/lh-lac-ii,Loan,La Hipotecaria (Holding) Inc,Latin America Region,LAC,Financial Institutions,FI-3,Regional Industry - FIG LAC,Active,01/12/2015,02/05/2015,05/15/2015,11/06/2015,,,50.73,,50.73,33,"July 06, 2022 03:15 AM"
12/09/2014,Axis Bank III,Summary of Investment Information (AIP Policy 2012),34782,https://disclosures.ifc.org/project-detail/SII/34782/axis-bank-iii,Loan,AXIS BANK LIMITED,India,IND,Financial Institutions,FI-1,"Global Industry, Financial Markets",Completed,02/13/2014,02/13/2014,03/19/2014,11/28/2014,,,100,50,150,IN,"July 06, 2022 03:15 AM"
12/05/2014,Soda Sanayii,Summary of Investment Information (AIP Policy 2012),34669,https://disclosures.ifc.org/project-detail/SII/34669/soda-sanayii,Equity,SODA SANAYII ANONIM SIRKETI,Turkey,TUR,Manufacturing,B,Regional Industry MAS MCT,Completed,07/21/2014,08/08/2014,11/18/2014,11/20/2014,,,,25,25,TR,"July 06, 2022 03:15 AM"
12/05/2014,Blue Bird IPO,Summary of Investment Information (AIP Policy 2012),35833,https://disclosures.ifc.org/project-detail/SII/35833/blue-bird-ipo,Equity,"BLUE BIRD, PT TBK",Indonesia,INS,Infrastructure,B,Regional Industry - INF Asia & Pac,Completed,10/03/2014,10/03/2014,10/13/2014,11/03/2014,,,,19.7,19.7,ID,"July 06, 2022 03:15 AM"
12/05/2014,RBBH Housing 2,Summary of Investment Information (AIP Policy 2012),35851,https://disclosures.ifc.org/project-detail/SII/35851/rbbh-housing-2,Loan,RAIFFEISEN BANK DD BOSNA I HERCEGOVINA,Bosnia and Herzegovina,BIH,Financial Institutions,FI-3,Regional Industry - FIG - ECA,Completed,01/09/2015,03/25/2015,06/24/2015,09/30/2015,,,5.61,,5.61,BA,"July 06, 2022 03:15 AM"
12/04/2014,Millicom Tchad SA,Summary of Investment Information (AIP Policy 2012),34297,https://disclosures.ifc.org/project-detail/SII/34297/millicom-tchad-sa,Loan,MILLICOM TCHAD SA,Chad,CHD,"Telecommunications, Media, and Technology",B,"TMT, Venture Capital &amp; Funds",Active,05/27/2014,05/30/2014,06/06/2014,08/22/2014,,,76.06,,76.06,TD,"July 06, 2022 03:15 AM"
12/04/2014,Newco Farmer Fin,Summary of Investment Information (AIP Policy 2012),35378,https://disclosures.ifc.org/project-detail/SII/35378/newco-farmer-fin,Guarantee,KCB BANK RWANDA LTD,Rwanda,RWA,Financial Institutions,FI-2,Regional Industry - FIG Africa,Completed,01/09/2015,01/21/2015,02/11/2015,05/29/2015,,3.24,2.25,,5.49,RW,"July 06, 2022 03:15 AM"
12/03/2014,PICO RBL,Summary of Investment Information (AIP Policy 2012),25769,https://disclosures.ifc.org/project-detail/SII/25769/pico-rbl,Loan,CHEIRON FINANCE LIMITED,"Egypt, Arab Republic of",EGT,"Oil, Gas, and Mining",B,Gbl Infrastructure & Natural Resources,Completed,01/09/2015,04/22/2015,06/22/2015,08/05/2015,,,75,,75,EG,"July 06, 2022 03:15 AM"
11/24/2014,Gaia Equity,Summary of Investment Information (AIP Policy 2012),35909,https://disclosures.ifc.org/project-detail/SII/35909/gaia-equity,Equity,ALCAZAR ENERGY PARTNERS LTD,MENA Region,EMN,Infrastructure,A,Gbl Infrastructure &amp; Natural Resources,Completed,01/26/2015,06/22/2016,05/31/2015,12/07/2015,,,,25.25,25.25,MNA,"July 06, 2022 03:15 AM"
11/24/2014,Alutech III,Summary of Investment Information (AIP Policy 2012),35223,https://disclosures.ifc.org/project-detail/SII/35223/alutech-iii,Loan,THE ALUTECH GROUP,Belarus,BLR,Manufacturing,B,Regional Industry - MAS ECA,Completed,01/09/2015,07/22/2015,09/08/2015,11/17/2015,,,16.78,,16.78,BY,"July 06, 2022 03:15 AM"
11/20/2014,Netshoes Cayman Limited,Summary of Investment Information (AIP Policy 2012),35490,https://disclosures.ifc.org/project-detail/SII/35490/netshoes-cayman-limited,Equity,NS2.Com Internet S/A.,Brazil,BRA,"Tourism, Retail, and Property",B,"TMT, Venture Capital &amp; Funds",Completed,12/22/2014,01/07/2015,03/16/2015,03/19/2015,,,,20,20,BR,"July 06, 2022 03:15 AM"
11/20/2014,Bolivariano SL,Summary of Investment Information (AIP Policy 2012),35813,https://disclosures.ifc.org/project-detail/SII/35813/bolivariano-sl,Loan,Banco Bolivariano C.A.,Ecuador,ECU,Financial Institutions,FI-2,Regional Industry - FIG LAC,Completed,12/22/2014,12/22/2014,12/23/2014,02/18/2015,,,30,,30,EC,"July 06, 2022 03:15 AM"
11/19/2014,Kartuku,Summary of Investment Information (AIP Policy 2012),34806,https://disclosures.ifc.org/project-detail/SII/34806/kartuku,Risk Management,"MULTI ADIPRAKARSA MANUNGGAL, PT",Indonesia,INS,Financial Institutions,C,"Global Industry, Financial Markets",Hold,12/22/2014,01/07/2015,,,5,,10,10,25,ID,"July 06, 2022 03:15 AM"
11/18/2014,Goodlife Pharma,Summary of Investment Information (AIP Policy 2012),35404,https://disclosures.ifc.org/project-detail/SII/35404/goodlife-pharma,Loan,GOODLIFE PHARMACY LIMITED,Kenya,KEN,Health and Education,B,"Gbl Ind, Manufact, Agribus &amp; Services",Completed,12/22/2014,01/29/2015,02/17/2015,03/05/2015,,,4.5,0,4.5,KE,"July 06, 2022 03:15 AM"
11/18/2014,Maple Leaf Edu,Summary of Investment Information (AIP Policy 2012),34950,https://disclosures.ifc.org/project-detail/SII/34950/maple-leaf-edu,Equity,MAPLE LEAF EDUCATIONAL SYSTEMS,China,CHA,Health and Education,B,Regional Industry - MAS Asia & Pac,Active,09/26/2014,09/26/2014,11/14/2014,11/24/2014,,,,15.48,15.48,CN,"July 06, 2022 03:15 AM"
11/18/2014,"Energía Cinco Estrellas, S.A. de C.V.",Summary of Investment Information (AIP Policy 2012),35364,https://disclosures.ifc.org/project-detail/SII/35364/energía-cinco-estrellas-s-a--de-c-v-,Risk Management,ENERGIA CINCO ESTRELLAS SA DE CV,Honduras,HDS,Infrastructure,B,Regional Industry - INF LAC,Active,01/08/2015,02/26/2015,03/20/2015,06/19/2015,1.35,,25,,26.35,HN,"July 06, 2022 03:15 AM"
11/17/2014,Weigao II,Summary of Investment Information (AIP Policy 2012),34313,https://disclosures.ifc.org/project-detail/SII/34313/weigao-ii,Loan,"Shandong Weigao Group Medical Polymer Co., Ltd.",China,CHA,Health and Education,B,Regional Industry - MAS Asia & Pac,Completed,12/19/2014,12/18/2014,01/27/2015,06/19/2015,,,97.67,,97.67,CN,"July 06, 2022 03:15 AM"
11/14/2014,Lotus Creation,Summary of Investment Information (AIP Policy 2012),34215,https://disclosures.ifc.org/project-detail/SII/34215/lotus-creation,Equity,"BANK MAYORA, PT",Indonesia,INS,Financial Institutions,FI-2,"Global Industry, Financial Markets",Completed,12/16/2014,12/15/2014,01/22/2015,02/16/2015,,,,24.96,24.96,ID,"July 06, 2022 03:15 AM"
11/14/2014,Accion Ng Loan,Summary of Investment Information (AIP Policy 2012),32629,https://disclosures.ifc.org/project-detail/SII/32629/accion-ng-loan,Loan,ACCION MICROFINANCE BANK LTD,Nigeria,NIR,Financial Institutions,FI-3,"Global Industry, Financial Markets",Completed,12/16/2014,03/19/2015,04/14/2015,10/22/2015,,,2.11,,2.11,NG,"July 06, 2022 03:15 AM"
11/13/2014,SPAH,Summary of Investment Information (AIP Policy 2012),34628,https://disclosures.ifc.org/project-detail/SII/34628/spah,Equity,SHAPOORJI PALLONJI AND COMPANY PRIVATE LIMITED,India,IND,"Tourism, Retail, and Property",B,Regional Industry - MAS Asia & Pac,Active,12/31/2014,06/11/2015,06/29/2015,11/12/2015,,,,34.44,34.44,IN,"July 06, 2022 03:15 AM"
11/13/2014,Transform Equity,Summary of Investment Information (AIP Policy 2012),35312,https://disclosures.ifc.org/project-detail/SII/35312/transform-equity,Equity,TRANSFORM EXPLORATION PTY LTD,Papua New Guinea,PAP,"Oil, Gas, and Mining",B,Gbl Infrastructure & Natural Resources,Completed,12/15/2014,12/16/2014,12/18/2014,12/19/2014,,,,18.32,18.32,PG,"July 06, 2022 03:15 AM"
11/12/2014,Gul Ahmed Wind Limited,Summary of Investment Information (AIP Policy 2012),35088,https://disclosures.ifc.org/project-detail/SII/35088/gul-ahmed-wind-limited,Loan,GUL AHMED WIND POWER LIMITED,Pakistan,PAK,Infrastructure,B,Regional Industry INF MCT,Active,12/15/2014,01/16/2015,01/19/2015,07/13/2015,,,11.7,3.3,15,PK,"July 06, 2022 03:15 AM"
11/11/2014,HKA,Summary of Investment Information (AIP Policy 2012),34552,https://disclosures.ifc.org/project-detail/SII/34552/hka,Loan,HEKSAGON KATI ATIK YONETIMI SANAYI VE TICARET ANONIM SIRKETI,Turkey,TUR,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Completed,12/15/2014,03/07/2016,05/28/2015,10/09/2015,,,50,20,70,TR,"July 06, 2022 03:15 AM"
11/07/2014,MCB Leasing Sen.,Summary of Investment Information (AIP Policy 2012),35718,https://disclosures.ifc.org/project-detail/SII/35718/mcb-leasing-sen-,Loan,MCB LEASING CJSC,Azerbaijan,AZE,Financial Institutions,FI-2,Regional Industry - FIG - ECA,Completed,12/09/2014,12/22/2014,06/16/2015,09/10/2015,,,3,,3,AZ,"July 06, 2022 03:15 AM"
11/05/2014,GTB VI,Summary of Investment Information (AIP Policy 2012),34399,https://disclosures.ifc.org/project-detail/SII/34399/gtb-vi,Loan,GUARANTY TRUST BANK PLC,Nigeria,NIR,Financial Institutions,FI-1,"Global Industry, Financial Markets",Active,12/08/2014,12/18/2014,12/24/2014,02/26/2015,,,100,,100,NG,"July 06, 2022 03:15 AM"
11/05/2014,Merryland School,Summary of Investment Information (AIP Policy 2012),35301,https://disclosures.ifc.org/project-detail/SII/35301/merryland-school,Loan,MERRYLAND HIGH SCHOOL LIMITED,Uganda,UAN,Health and Education,B,Regional Industry - MAS Africa,Active,12/08/2014,12/18/2014,12/22/2014,04/20/2015,,,4.1,,4.1,UG,"July 06, 2022 03:15 AM"
11/04/2014,"SWB comercio e industria, Lda",Summary of Investment Information (AIP Policy 2012),34760,https://disclosures.ifc.org/project-detail/SII/34760/swb-comercio-e-industria-lda,Loan,SWB comercio e industria Lda,Angola,ANG,"Tourism, Retail, and Property",B,Regional Industry - MAS Africa,Pending,02/16/2015,05/07/2015,,,,,28.8,,28.8,AO,"July 06, 2022 03:15 AM"
11/04/2014,Izmir Railcars,Summary of Investment Information (AIP Policy 2012),35012,https://disclosures.ifc.org/project-detail/SII/35012/izmir-railcars,Loan,Izmir Metropolitan Municipality,Turkey,TUR,Infrastructure,B,Regional Industry INF MCT,Active,12/08/2014,12/16/2014,12/26/2014,12/15/2015,,,24.95,,24.95,TR,"July 06, 2022 03:15 AM"
11/03/2014,ESIP EyeQ,Summary of Investment Information (AIP Policy 2012),35512,https://disclosures.ifc.org/project-detail/SII/35512/esip-eyeq,Equity,EYE-Q VISION PRIVATE LIMITED,India,IND,Health and Education,B,"TMT, Venture Capital & Funds",Active,12/03/2014,01/07/2015,02/10/2015,02/25/2015,,,,5.36,5.36,IN,"July 06, 2022 03:15 AM"
11/03/2014,Bancamia Bond,Summary of Investment Information (AIP Policy 2012),35730,https://disclosures.ifc.org/project-detail/SII/35730/bancamia-bond,Loan,BANCO DE LAS MICROFINANZAS BANCAMIA S A,Colombia,CLM,Financial Institutions,FI-3,"Global Industry, Financial Markets",Active,12/03/2014,12/15/2014,12/22/2014,12/30/2014,,,46.24,,46.24,CO,"July 06, 2022 03:15 AM"
10/31/2014,Etlik Health,Summary of Investment Information (AIP Policy 2012),33677,https://disclosures.ifc.org/project-detail/SII/33677/etlik-health,Risk Management,ANKARA ETLIK HASTANE SAGLIK HIZMETLERI ISLETME YATIRIM ANONIM SIRKETI,Turkey,TUR,Health and Education,A,"Gbl Ind, Manufact, Agribus &amp; Services",Active,01/01/2015,02/04/2015,06/25/2015,12/30/2015,3,,85.02,,88.02,TR,"July 06, 2022 03:15 AM"
10/31/2014,Access Sub-debt,Summary of Investment Information (AIP Policy 2012),35540,https://disclosures.ifc.org/project-detail/SII/35540/access-sub-debt,Loan,ACCESSBANK CJSC,Azerbaijan,AZE,Financial Institutions,FI-2,"Global Industry, Financial Markets",Active,12/02/2014,12/02/2014,07/16/2015,08/17/2015,,,25,0,25,AZ,"July 06, 2022 03:15 AM"
10/31/2014,Capital Alliance Private Equity IV,Summary of Investment Information (AIP Policy 2012),35697,https://disclosures.ifc.org/project-detail/SII/35697/capital-alliance-private-equity-iv,Equity,CAPITAL ALLIANCE PRIVATE EQUITY FUND IV LIMITED,Nigeria,NIR,Funds,FI-1,Disruptive Technologies and Funds,Active,12/09/2014,01/08/2015,02/27/2015,12/02/2015,,,,40,40,NG,"July 06, 2022 03:15 AM"
10/29/2014,MMI Mozambique,Summary of Investment Information (AIP Policy 2012),34708,https://disclosures.ifc.org/project-detail/SII/34708/mmi-mozambique,Loan,"M.M INTEGRATED STEEL MILLS (MOZAMBIQUE), LIMITADA",Mozambique,MOZ,Manufacturing,B,Regional Industry - MAS Africa,Active,12/03/2014,02/06/2015,03/12/2015,03/30/2015,,,13.5,,13.5,MZ,"July 06, 2022 03:15 AM"
10/24/2014,BTPN SALPS II,Summary of Investment Information (AIP Policy 2012),34329,https://disclosures.ifc.org/project-detail/SII/34329/btpn-salps-ii,Loan,PT BANK BTPN TBK,Indonesia,INS,Financial Institutions,FI-2,"Global Industry, Financial Markets",Completed,11/25/2014,12/02/2014,02/27/2015,03/30/2015,,,300,,300,ID,"July 06, 2022 03:15 AM"
10/24/2014,China Fullerton ABS,Summary of Investment Information (AIP Policy 2012),34028,https://disclosures.ifc.org/project-detail/SII/34028/china-fullerton-abs,Guarantee,"Fullerton Microcredit Sichuan Co., Ltd.",China,CHA,Financial Institutions,FI-3,Regional Industry - FIG Asia & Pac,Pending,11/28/2014,12/12/2014,,,,29.85,,,29.85,CN,"July 06, 2022 03:15 AM"
10/24/2014,Bulmarket LPG,Summary of Investment Information (AIP Policy 2012),34665,https://disclosures.ifc.org/project-detail/SII/34665/bulmarket-lpg,Loan,BULMARKET DM OOD,Bulgaria,BUL,Manufacturing,B,Regional Industry - MAS ECA,Completed,11/28/2014,06/18/2015,07/01/2015,12/29/2015,,,16.44,,16.44,BG,"July 06, 2022 03:15 AM"
10/24/2014,Ngualla,Summary of Investment Information (AIP Policy 2012),35868,https://disclosures.ifc.org/project-detail/SII/35868/ngualla,Loan,PEAK AFRICAN MINERALS,Tanzania,TAN,"Oil, Gas, and Mining",B,Gbl Infrastructure & Natural Resources,Completed,11/28/2014,12/09/2014,01/30/2015,07/23/2015,,,1.68,3.82,5.5,,"July 06, 2022 03:15 AM"
