Date Disclosed,Project Name,Document Type,Project Number,Project Url,Product Line,Company Name,Country,IFC Country Code,Sector,Environmental Category,Department,Status,Projected Board Date,IFC Approval Date,IFC Signed Date,IFC Invested Date,IFC investment for Risk Management(Million - USD),IFC investment for Guarantee(Million - USD),IFC investment for Loan(Million - USD),IFC investment for Equity(Million - USD),Total IFC investment as approved by Board(Million - USD),WB Country Code,As of Date
07/29/1996,Norgips Opole Sp. z.o.o.,Summary of Proposed Investment (Disclosure Policy 2006),7661,https://disclosures.ifc.org/project-detail/SPI/7661/norgips-opole-sp--z-o-o-,Loan,Norgips Opole SP Zo.o.,Poland,POL,Manufacturing,B,Regional Industry - MAS ECA,Completed,,10/18/1996,03/12/1997,04/24/1997,,,12.92,,12.92,PL,"July 06, 2022 03:15 AM"
07/11/1996,PIIF Solander (Pacific) Limited,Summary of Proposed Investment (Disclosure Policy 2006),7700,https://disclosures.ifc.org/project-detail/SPI/7700/piif-solander-pacific-limited,Equity,PIIF Solander (Pacific) Limited,Fiji,FIJ,Agribusiness and Forestry,FI,Regional Industry - MAS Asia & Pac,Completed,,02/23/1995,,01/28/1997,,,,2,2,,"July 06, 2022 03:15 AM"
07/11/1996,PIIF MedCen Samoa Limited,Summary of Proposed Investment (Disclosure Policy 2006),7736,https://disclosures.ifc.org/project-detail/SPI/7736/piif-medcen-samoa-limited,Loan,MedCen Samoa Limited,Samoa,WSM,Health and Education,B,Regional Industry - MAS Asia & Pac,Completed,,02/23/1995,,11/24/1998,,,0.4,,0.4,WS,"July 06, 2022 03:15 AM"
06/25/1996,Terra Capital Fund,Summary of Proposed Investment (Disclosure Policy 2006),7338,https://disclosures.ifc.org/project-detail/SPI/7338/terra-capital-fund,Equity,TERRA CAPITAL INVESTORS LIMITED,World Region,WLD,other,FI,Disruptive Technologies and Funds,Completed,,06/25/1997,10/27/1998,12/23/1998,,,,5,5,99,"July 06, 2022 03:15 AM"
06/25/1996,Vicentin S.A.I.C.,Summary of Proposed Investment (Disclosure Policy 2006),7439,https://disclosures.ifc.org/project-detail/SPI/7439/vicentin-s-a-i-c-,Loan,VICENTIN S.A.I.C.,Argentina,ARG,Agribusiness and Forestry,B,"Gbl Ind, Manufact, Agribus &amp; Services",Completed,,07/24/1996,12/27/1996,04/23/1997,,,25,,25,AR,"July 06, 2022 03:15 AM"
06/24/1996, Egypt Trust,Summary of Proposed Investment (Disclosure Policy 2006),7650,https://disclosures.ifc.org/project-detail/SPI/7650/-egypt-trust,Equity,The Egypt Trust,"Egypt, Arab Republic of",EGT,other,C,Disruptive Technologies and Funds,Completed,,07/31/1996,08/06/1996,08/07/1996,,,,5,5,EG,"July 06, 2022 03:15 AM"
06/18/1996,Rabobank APFT Agribusiness Agency Line,Summary of Proposed Investment (Disclosure Policy 2006),7472,https://disclosures.ifc.org/project-detail/SPI/7472/rabobank-apft-agribusiness-agency-line,Loan,COOPERATIEVE RABOBANK U.A.,World Region,WLD,other,FI,"Gbl Ind, Manufact, Agribus & Services",Completed,,09/12/1996,01/28/1997,,,,50,,50,99,"July 06, 2022 03:15 AM"
06/17/1996,Acindar Trade Facility,Summary of Proposed Investment (Disclosure Policy 2006),7571,https://disclosures.ifc.org/project-detail/SPI/7571/acindar-trade-facility,Loan,ACINDAR INDUSTRIA ARGENTINA DE ACEROS S.A.,Argentina,ARG,Manufacturing,C,"Gbl Ind, Manufact, Agribus &amp; Services",Completed,,10/22/1996,11/07/1996,11/07/1996,,,15,0,15,AR,"July 06, 2022 03:15 AM"
06/06/1996,"Demir Finansal Kiralama, A.S. - multi-leasing (see also 7795, 7796 and 7797)",Summary of Proposed Investment (Disclosure Policy 2006),7398,https://disclosures.ifc.org/project-detail/SPI/7398/demir-finansal-kiralama-a-s----multi-leasing-see-also-7795-7796-and-7797,Loan,DEMIR FINANSAL KIRALAMA A S,Turkey,TUR,Financial Institutions,FI,"Global Industry, Financial Markets",Completed,,08/09/1996,10/16/1996,12/09/1996,,,10,,10,TR,"July 06, 2022 03:15 AM"
06/06/1996,Cosmivoire S.A.,Summary of Proposed Investment (Disclosure Policy 2006),7638,https://disclosures.ifc.org/project-detail/SPI/7638/cosmivoire-s-a-,Guarantee,OMNIUM CHIMIQUE ET COSMETIQUE S A,Cote D'Ivoire,IVC,Agribusiness and Forestry,C,"Gbl Ind, Manufact, Agribus &amp; Services",Completed,,06/28/1996,12/18/1996,03/17/1997,,4.35,,2.42,6.76,CI,"July 06, 2022 03:15 AM"
06/04/1996,Commercial Bank of Palestine Micro-Lending (Multicompany with 7669 and 7668),Summary of Proposed Investment (Disclosure Policy 2006),7670,https://disclosures.ifc.org/project-detail/SPI/7670/commercial-bank-of-palestine-micro-lending-multicompany-with-7669-and-7668,Loan,Commercial Bank of Palestine-Microentreprise Credit Facility,West Bank and Gaza,XOT,Financial Institutions,FI,Regional Industry FIG MCT,Completed,,10/10/1996,04/14/1997,08/13/1998,,,1.5,,1.5,GZ,"July 06, 2022 03:15 AM"
05/31/1996,"Agrocapital, S.A.",Summary of Proposed Investment (Disclosure Policy 2006),7687,https://disclosures.ifc.org/project-detail/SPI/7687/agrocapital-s-a-,Loan,"Agrocapital, S.A.",Ecuador,ECU,Agribusiness and Forestry,B,Regional Industry - MAS LAC,Completed,,09/04/1996,12/23/1996,01/27/1997,,,3.5,,3.5,EC,"July 06, 2022 03:15 AM"
05/29/1996,Lightel Servicos de Technologia da Informacao S.A. (Lightel),Summary of Proposed Investment (Disclosure Policy 2006),4842,https://disclosures.ifc.org/project-detail/SPI/4842/lightel-servicos-de-technologia-da-informacao-s-a--lightel,Equity,Algar Telecom S/A,Brazil,BRA,"Telecommunications, Media, and Technology",B,"TMT, Venture Capital &amp; Funds",Completed,,06/14/1996,07/18/1996,07/24/1996,,,0,10,10,BR,"July 06, 2022 03:15 AM"
05/29/1996,Banque Marocaine du Commerce Exterieur/GDR Issue,Summary of Proposed Investment (Disclosure Policy 2006),7173,https://disclosures.ifc.org/project-detail/SPI/7173/banque-marocaine-du-commerce-exterieur-gdr-issue,,BANK OF AFRICA,Morocco,MYC,Financial Institutions,C,Regional Industry - FIG Africa,Completed,,03/13/1996,03/29/1996,04/03/1996,,,,,,MA,"July 06, 2022 03:15 AM"
05/22/1996,ASIA POWER (PRIVATE) LIMITED (APPL),Summary of Proposed Investment (Disclosure Policy 2006),4331,https://disclosures.ifc.org/project-detail/SPI/4331/asia-power-private-limited-appl,Loan,ASIA POWER (PRIVATE) LIMITED,Sri Lanka,SRI,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Completed,,06/25/1996,05/30/1997,06/10/1997,,,12.5,2.5,15,LK,"July 06, 2022 03:15 AM"
05/22/1996,Nippon Denro Expansion,Summary of Proposed Investment (Disclosure Policy 2006),7585,https://disclosures.ifc.org/project-detail/SPI/7585/nippon-denro-expansion,Loan,Ispat Industries Limited,India,IND,Manufacturing,B,Regional Industry - MAS Asia & Pac,Completed,,08/21/1996,10/09/1996,06/05/1997,,,15,6,21,IN,"July 06, 2022 03:15 AM"
05/22/1996,"Medical Systems Finance, S.A.",Summary of Proposed Investment (Disclosure Policy 2006),8354,https://disclosures.ifc.org/project-detail/SPI/8354/medical-systems-finance-s-a-,Loan,Medical Systems Finance Holding Limited,World Region,WLD,Financial Institutions,C,"Global Industry, Financial Markets",Completed,,11/20/1997,04/27/1998,05/15/1998,,,15,2,17,99,"July 06, 2022 03:15 AM"
05/21/1996,Owens Corning India,Summary of Proposed Investment (Disclosure Policy 2006),7509,https://disclosures.ifc.org/project-detail/SPI/7509/owens-corning-india,Loan,OWENS CORNING INDUSTRIES (INDIA) PRIVATE LIMITED,India,IND,Manufacturing,B,"Gbl Ind, Manufact, Agribus &amp; Services",Completed,,02/10/1997,03/04/1997,07/16/1997,,,25,,25,IN,"July 06, 2022 03:15 AM"
05/18/1996,Elginkan III - corporate loan,Summary of Proposed Investment (Disclosure Policy 2006),7322,https://disclosures.ifc.org/project-detail/SPI/7322/elginkan-iii---corporate-loan,Loan,Elginkan Holding A.S.,Turkey,TUR,Manufacturing,B,Regional Industry MAS MCT,Completed,,06/24/1996,02/06/1997,07/15/1997,,,20,,20,TR,"July 06, 2022 03:15 AM"
05/18/1996,AEF Societe de Production de Legumes (II),Summary of Proposed Investment (Disclosure Policy 2006),7436,https://disclosures.ifc.org/project-detail/SPI/7436/aef-societe-de-production-de-legumes-ii,Equity,Societe de Production de Legumes S.A.,Cameroon,CAM,Agribusiness and Forestry,B,Regional Industry - MAS Africa,Completed,,06/24/1996,11/28/1996,12/30/1996,,,,0.48,0.48,CM,"July 06, 2022 03:15 AM"
05/16/1996,Basic Petroleum International Ltd. (II),Summary of Proposed Investment (Disclosure Policy 2006),7407,https://disclosures.ifc.org/project-detail/SPI/7407/basic-petroleum-international-ltd--ii,Loan,Basic Petroleum International Limited,Guatemala,GUA,"Oil, Gas, and Mining",A,Gbl Infrastructure & Natural Resources,Completed,,07/18/1996,07/26/1996,09/04/1996,,,12,1.83,13.83,GT,"July 06, 2022 03:15 AM"
05/16/1996,AEF Mayo Fish S.A.,Summary of Proposed Investment (Disclosure Policy 2006),7605,https://disclosures.ifc.org/project-detail/SPI/7605/aef-mayo-fish-s-a-,Loan,Mayo Fish S.A.,Mauritania,MTA,Agribusiness and Forestry,B,Regional Industry - MAS Africa,Completed,,06/25/1996,01/09/1997,05/15/1997,,,0.29,,0.29,MR,"July 06, 2022 03:15 AM"
05/16/1996,AEF Tacks Farms Limited,Summary of Proposed Investment (Disclosure Policy 2006),7617,https://disclosures.ifc.org/project-detail/SPI/7617/aef-tacks-farms-limited,Loan,TACKS FARMS LIMITED,Ghana,GHA,Agribusiness and Forestry,B,Regional Industry - MAS Africa,Active,,06/26/1996,10/30/1996,07/14/1998,,,0.37,,0.37,GH,"July 06, 2022 03:15 AM"
05/15/1996,MULTI-PRODUITS S.A. (multi-company project with Sodiro #7773),Summary of Proposed Investment (Disclosure Policy 2006),7584,https://disclosures.ifc.org/project-detail/SPI/7584/multi-produits-s-a--multi-company-project-with-sodiro-#7773,Equity,Multi Produits S A,Cote D'Ivoire,IVC,Agribusiness and Forestry,B,Regional Industry - MAS Africa,Completed,,06/27/1996,01/10/1997,03/27/1997,,,,0.39,0.39,CI,"July 06, 2022 03:15 AM"
05/13/1996,Diadema Field Development,Summary of Proposed Investment (Disclosure Policy 2006),7418,https://disclosures.ifc.org/project-detail/SPI/7418/diadema-field-development,Loan,COMPANIAS ASOCIADAS PETROLERAS S.A.,Argentina,ARG,"Oil, Gas, and Mining",B,Gbl Infrastructure &amp; Natural Resources,Completed,,06/19/1996,10/29/1996,02/13/1997,,,20,,20,AR,"July 06, 2022 03:15 AM"
05/13/1996,"Banco Internacional de Moçambique, SARL",Summary of Proposed Investment (Disclosure Policy 2006),7524,https://disclosures.ifc.org/project-detail/SPI/7524/banco-internacional-de-moçambique-sarl,Loan,"BANCO INTERNACIONAL DE MOCAMBIQUE, S.A.",Mozambique,MOZ,Financial Institutions,C,"Global Industry, Financial Markets",Completed,,06/27/1996,07/21/1997,10/01/1997,,,10,5,15,MZ,"July 06, 2022 03:15 AM"
05/10/1996,"CEMENTO DE EL SALVADOR, S.A. (CESSA)",Summary of Proposed Investment (Disclosure Policy 2006),3564,https://disclosures.ifc.org/project-detail/SPI/3564/cemento-de-el-salvador-s-a--cessa,Loan,"Cemento de El Salvador, S.A. (CESSA)",El Salvador,ESL,Manufacturing,B,"Gbl Ind, Manufact, Agribus &amp; Services",Completed,,07/03/1996,04/30/1997,11/12/1997,,,20,5,25,SV,"July 06, 2022 03:15 AM"
05/10/1996,First Ukrainian International Bank,Summary of Proposed Investment (Disclosure Policy 2006),7038,https://disclosures.ifc.org/project-detail/SPI/7038/first-ukrainian-international-bank,Loan,FIRST UKRAINIAN INTERNATIONAL BANK PUBLIC JOINT STOCK COMPANY,Ukraine,UKR,Financial Institutions,FI,Regional Industry - FIG - ECA,Completed,,06/26/1996,06/19/1998,05/28/1999,,,10,6.5,16.5,UA,"July 06, 2022 03:15 AM"
05/10/1996,"Ningbo Taihang Agricultural Products Co., Ltd.",Summary of Proposed Investment (Disclosure Policy 2006),7229,https://disclosures.ifc.org/project-detail/SPI/7229/ningbo-taihang-agricultural-products-co--ltd-,Equity,"Ningbo Taihang Agricultural Products Co., Ltd.",China,CHA,Agribusiness and Forestry,B,Regional Industry - MAS Asia & Pac,Completed,,08/02/1996,04/03/1998,08/31/1998,,,,2,2,CN,"July 06, 2022 03:15 AM"
05/10/1996,Alexandria Carbon Black Expansion,Summary of Proposed Investment (Disclosure Policy 2006),7595,https://disclosures.ifc.org/project-detail/SPI/7595/alexandria-carbon-black-expansion,Loan,ALEXANDRIA CARBON BLACK CO. SAE,"Egypt, Arab Republic of",EGT,Manufacturing,B,"Gbl Ind, Manufact, Agribus &amp; Services",Completed,,08/05/1996,08/30/1996,08/30/1996,,,5,1.5,6.5,EG,"July 06, 2022 03:15 AM"
05/09/1996,Zara Investment (Holding) Company Limited,Summary of Proposed Investment (Disclosure Policy 2006),7205,https://disclosures.ifc.org/project-detail/SPI/7205/zara-investment-holding-company-limited,Loan,ZARA INVESTMENT HOLDING CO. LTD,Jordan,JOR,"Tourism, Retail, and Property",B,"Gbl Ind, Manufact, Agribus &amp; Services",Completed,,06/24/1996,04/15/1997,06/25/1997,,,15,3,18,JO,"July 06, 2022 03:15 AM"
05/09/1996,PROMIGAS CORPORATE LOAN,Summary of Proposed Investment (Disclosure Policy 2006),7283,https://disclosures.ifc.org/project-detail/SPI/7283/promigas-corporate-loan,Loan,PROMIGAS SA ESP,Colombia,CLM,"Oil, Gas, and Mining",B,Gbl Infrastructure &amp; Natural Resources,Completed,,06/26/1996,12/04/1996,04/18/1997,,,10,,10,CO,"July 06, 2022 03:15 AM"
05/09/1996,AEF Continental  Flowers  Limited (CONTIFLORA),Summary of Proposed Investment (Disclosure Policy 2006),7567,https://disclosures.ifc.org/project-detail/SPI/7567/aef-continental--flowers--limited-contiflora,Loan,Continental Flowers Limited,Tanzania,TAN,Agribusiness and Forestry,B,Regional Industry - MAS Africa,Completed,,06/14/1996,10/22/1996,04/03/1997,,,0.4,,0.4,,"July 06, 2022 03:15 AM"
05/02/1996,Polish American Mortgage Bank,Summary of Proposed Investment (Disclosure Policy 2006),7487,https://disclosures.ifc.org/project-detail/SPI/7487/polish-american-mortgage-bank,Loan,Polish American Mortgage Bank Inc.,Poland,POL,Financial Institutions,C,Regional Industry - FIG - ECA,Completed,,06/26/1996,06/12/1997,04/06/1998,0,,15,,15,PL,"July 06, 2022 03:15 AM"
04/30/1996,TURKISH CREDIT RATING AGENCY,Summary of Proposed Investment (Disclosure Policy 2006),4960,https://disclosures.ifc.org/project-detail/SPI/4960/turkish-credit-rating-agency,Equity,Turkish Credit Rating Agency,Turkey,TUR,Financial Institutions,C,Regional Industry FIG MCT,Completed,,06/14/1996,12/23/1996,11/20/1997,,,,0.1,0.1,TR,"July 06, 2022 03:15 AM"
04/26/1996,Lanka Orix Leasing Company Limited,Summary of Proposed Investment (Disclosure Policy 2006),7477,https://disclosures.ifc.org/project-detail/SPI/7477/lanka-orix-leasing-company-limited,Loan,LANKA ORIX LEASING COMPANY PLC,Sri Lanka,SRI,Financial Institutions,FI,Regional Industry - FIG Asia & Pac,Completed,,06/17/1996,07/16/1996,11/07/1996,,,10,,10,LK,"July 06, 2022 03:15 AM"
04/24/1996,Arcelik Expansion,Summary of Proposed Investment (Disclosure Policy 2006),7321,https://disclosures.ifc.org/project-detail/SPI/7321/arcelik-expansion,Loan,ARCELIK AS,Turkey,TUR,Manufacturing,B,"Gbl Ind, Manufact, Agribus &amp; Services",Completed,,06/21/1996,,08/06/1996,,,40,,40,TR,"July 06, 2022 03:15 AM"
04/24/1996,PT Bank NISP - Dual Borrower Facility,Summary of Proposed Investment (Disclosure Policy 2006),7497,https://disclosures.ifc.org/project-detail/SPI/7497/pt-bank-nisp---dual-borrower-facility,Loan,PT BANK OCBC NISP TBK,Indonesia,INS,Financial Institutions,FI,"Global Industry, Financial Markets",Completed,,03/06/1997,10/16/1997,12/01/1997,,,5,,5,ID,"July 06, 2022 03:15 AM"
04/23/1996,VIETNAM INTERNATIONAL LEASING COMPANY,Summary of Proposed Investment (Disclosure Policy 2006),4434,https://disclosures.ifc.org/project-detail/SPI/4434/vietnam-international-leasing-company,Loan,VIETNAM INTERNATIONAL LEASING CO. LTD,Vietnam,VNM,Financial Institutions,FI,Regional Industry - FIG Asia & Pac,Completed,,06/28/1996,08/27/1996,12/20/1996,,,5,0.75,5.75,VN,"July 06, 2022 03:15 AM"
04/23/1996,AEF Equitea EPZ Company  Limited,Summary of Proposed Investment (Disclosure Policy 2006),7366,https://disclosures.ifc.org/project-detail/SPI/7366/aef-equitea-epz-company--limited,Loan,Equitea EPZ Company Ltd.,Kenya,KEN,Agribusiness and Forestry,B,Regional Industry - MAS Africa,Completed,,06/10/1996,03/04/1998,06/30/1998,,,0.31,0.12,0.43,KE,"July 06, 2022 03:15 AM"
04/23/1996,Pescanova Holdings of Namibia Ltd. - (II),Summary of Proposed Investment (Disclosure Policy 2006),7390,https://disclosures.ifc.org/project-detail/SPI/7390/pescanova-holdings-of-namibia-ltd----ii,Loan,Novanam Limited,Namibia,NAM,Agribusiness and Forestry,B,"Gbl Ind, Manufact, Agribus &amp; Services",Completed,,06/28/1996,09/16/1996,11/08/1996,,,5,,5,NA,"July 06, 2022 03:15 AM"
04/23/1996,Midlands MillingCompany (Pvt.) Limited,Summary of Proposed Investment (Disclosure Policy 2006),7443,https://disclosures.ifc.org/project-detail/SPI/7443/midlands-millingcompany-pvt--limited,Loan,Midlands Milling Company (Pvt.) Limited,Zimbabwe,ZIM,Agribusiness and Forestry,B,Regional Industry - MAS Africa,Completed,,06/28/1996,09/06/1996,02/25/1997,,,2.5,0.95,3.45,,"July 06, 2022 03:15 AM"
04/23/1996,"Elcoteq Tallinn, A.S.",Summary of Proposed Investment (Disclosure Policy 2006),7590,https://disclosures.ifc.org/project-detail/SPI/7590/elcoteq-tallinn-a-s-,Loan,"Elcoteq Tallinn,  A.S.",Estonia,EST,Manufacturing,B,Regional Industry - MAS ECA,Completed,,06/24/1996,09/05/1996,10/22/1996,,,7.7,,7.7,EE,"July 06, 2022 03:15 AM"
04/19/1996,Telefonica Celular de Bolivia S.A.,Summary of Proposed Investment (Disclosure Policy 2006),7522,https://disclosures.ifc.org/project-detail/SPI/7522/telefonica-celular-de-bolivia-s-a-,Loan,Telefonica Celular de Bolivia S.A.,Bolivia,BOL,"Telecommunications, Media, and Technology",B,"TMT, Venture Capital &amp; Funds",Completed,,06/27/1996,03/18/1997,07/10/1997,,,15,,15,BO,"July 06, 2022 03:15 AM"
04/19/1996,"Cifunsa, S.A. de C.V.",Summary of Proposed Investment (Disclosure Policy 2006),7544,https://disclosures.ifc.org/project-detail/SPI/7544/cifunsa-s-a--de-c-v-,Loan,"Cifunsa, S.A. de C.V.",Mexico,MXC,Manufacturing,B,Regional Industry - MAS LAC,Completed,,12/06/1996,07/24/1997,07/31/1997,,,21,,21,MX,"July 06, 2022 03:15 AM"
04/16/1996,Industrias de Caju Mocita SARL,Summary of Proposed Investment (Disclosure Policy 2006),7008,https://disclosures.ifc.org/project-detail/SPI/7008/industrias-de-caju-mocita-sarl,Loan,"Industrias de Caju Mocita, SARL",Mozambique,MOZ,Agribusiness and Forestry,B,Regional Industry - MAS Africa,Completed,,05/24/1996,11/04/1996,12/30/1996,,,3,,3,MZ,"July 06, 2022 03:15 AM"
04/15/1996,AEF Groupement des Grands Garages de Bamako (GGG S.A.),Summary of Proposed Investment (Disclosure Policy 2006),7176,https://disclosures.ifc.org/project-detail/SPI/7176/aef-groupement-des-grands-garages-de-bamako-ggg-s-a-,Loan,GROUPEMENT DES GRANDS GARAGES DE BAMAKO,Mali,MLI,Manufacturing,B,Regional Industry - MAS Africa,Active,,04/15/1996,03/17/1997,09/10/1997,,,0.77,,0.77,ML,"July 06, 2022 03:15 AM"
